month,division,line,day_type,reporting_category,subcategory,delays
2023-08-01,A DIVISION,2,1,Operating Conditions,,271
2023-08-01,A DIVISION,2,1,Planned ROW Work,Insufficient Supplement Schedule,1
2023-08-01,A DIVISION,2,1,Planned ROW Work,Subways Maintenance,251
2023-08-01,A DIVISION,2,1,Planned ROW Work,Work Equipment,28
2023-08-01,A DIVISION,2,1,Police & Medical,Persons on Roadbed,108
2023-08-01,A DIVISION,2,1,Police & Medical,"Public Conduct, Crime, Police Response",230
2023-08-01,A DIVISION,2,1,Police & Medical,Sick/Injured Customer,47
2023-08-01,A DIVISION,2,2,Crew Availability,Crew Availability,35
2023-08-01,A DIVISION,2,2,External Factors,External Debris on Roadbed,1
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Braking,1
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Door-Related,5
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Other - CE,5
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Other - Sig,19
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Rail and Roadbed,6
2023-08-01,A DIVISION,2,2,Infrastructure & Equipment,Service Delivery,11
2023-08-01,A DIVISION,2,2,Operating Conditions,,150
2023-08-01,A DIVISION,2,2,Planned ROW Work,Capital Work - Other Planned ROW,19
2023-08-01,A DIVISION,2,2,Planned ROW Work,Subways Maintenance,96
2023-08-01,A DIVISION,2,2,Planned ROW Work,Work Equipment,1
2023-08-01,A DIVISION,2,2,Police & Medical,Persons on Roadbed,31
2023-08-01,A DIVISION,2,2,Police & Medical,"Public Conduct, Crime, Police Response",28
2023-08-01,A DIVISION,2,2,Police & Medical,Sick/Injured Customer,10
2023-08-01,A DIVISION,3,1,Crew Availability,Crew Availability,161
2023-08-01,A DIVISION,3,1,External Factors,External Agency or Utility,100
2023-08-01,A DIVISION,3,1,External Factors,External Debris on Roadbed,19
2023-08-01,A DIVISION,3,1,External Factors,Inclement Weather,1
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Braking,20
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Door-Related,7
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,"Fire, Smoke, Debris",10
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Other - CE,16
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Other Infrastructure,4
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Other - Sig,62
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Propulsion,11
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Rail and Roadbed,16
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Service Delivery,26
2023-08-01,A DIVISION,3,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,57
2023-08-01,A DIVISION,3,1,Operating Conditions,,86
2023-08-01,A DIVISION,3,1,Planned ROW Work,Subways Maintenance,31
2023-08-01,A DIVISION,3,1,Planned ROW Work,Work Equipment,17
2023-08-01,A DIVISION,3,1,Police & Medical,Persons on Roadbed,101
2023-08-01,A DIVISION,3,1,Police & Medical,"Public Conduct, Crime, Police Response",74
2023-08-01,A DIVISION,3,1,Police & Medical,Sick/Injured Customer,28
2023-08-01,A DIVISION,3,2,Crew Availability,Crew Availability,19
2023-08-01,A DIVISION,3,2,Infrastructure & Equipment,Door-Related,1
2023-08-01,A DIVISION,3,2,Infrastructure & Equipment,Other - Sig,3
2023-08-01,A DIVISION,3,2,Infrastructure & Equipment,Propulsion,1
2023-08-01,A DIVISION,3,2,Infrastructure & Equipment,Service Delivery,8
2023-08-01,A DIVISION,3,2,Operating Conditions,,65
2023-08-01,A DIVISION,3,2,Planned ROW Work,Capital Work - Other Planned ROW,13
2023-08-01,A DIVISION,3,2,Planned ROW Work,Subways Maintenance,15
2023-08-01,A DIVISION,3,2,Police & Medical,Persons on Roadbed,27
2023-08-01,A DIVISION,3,2,Police & Medical,"Public Conduct, Crime, Police Response",13
2023-08-01,A DIVISION,3,2,Police & Medical,Sick/Injured Customer,6
2023-08-01,A DIVISION,4,1,Crew Availability,Crew Availability,161
2023-08-01,A DIVISION,4,1,External Factors,External Agency or Utility,66
2023-08-01,A DIVISION,4,1,External Factors,External Debris on Roadbed,13
2023-08-01,A DIVISION,4,1,External Factors,Inclement Weather,12
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Braking,11
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Door-Related,2
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,"Fire, Smoke, Debris",12
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Other - CE,6
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Other Infrastructure,2
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Other - Sig,211
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Propulsion,25
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Rail and Roadbed,93
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Service Delivery,67
2023-08-01,A DIVISION,4,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,60
2023-08-01,A DIVISION,4,1,Operating Conditions,,175
2023-08-01,A DIVISION,4,1,Planned ROW Work,Subways Maintenance,175
2023-08-01,A DIVISION,4,1,Planned ROW Work,Work Equipment,17
2023-08-01,A DIVISION,4,1,Police & Medical,Persons on Roadbed,76
2023-08-01,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",237
2023-08-01,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,32
2023-08-01,A DIVISION,4,2,Crew Availability,Crew Availability,36
2023-08-01,A DIVISION,4,2,Infrastructure & Equipment,Door-Related,2
2023-08-01,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,9
2023-08-01,A DIVISION,4,2,Infrastructure & Equipment,Propulsion,4
2023-08-01,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,12
2023-08-01,A DIVISION,4,2,Operating Conditions,,160
2023-08-01,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,51
2023-08-01,A DIVISION,4,2,Police & Medical,Persons on Roadbed,25
2023-08-01,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",35
2023-08-01,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,11
2023-08-01,A DIVISION,5,1,Crew Availability,Crew Availability,94
2023-08-01,A DIVISION,5,1,External Factors,External Agency or Utility,87
2023-08-01,A DIVISION,5,1,External Factors,External Debris on Roadbed,9
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Braking,14
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,1
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,9
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,9
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,226
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,18
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,49
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,50
2023-08-01,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,33
2023-08-01,A DIVISION,5,1,Operating Conditions,,227
2023-08-01,A DIVISION,5,1,Planned ROW Work,Insufficient Supplement Schedule,4
2023-08-01,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,79
2023-08-01,A DIVISION,5,1,Planned ROW Work,Work Equipment,14
2023-08-01,A DIVISION,5,1,Police & Medical,Persons on Roadbed,37
2023-08-01,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",166
2023-08-01,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,67
2023-08-01,A DIVISION,5,2,Crew Availability,Crew Availability,8
2023-08-01,A DIVISION,5,2,External Factors,External Debris on Roadbed,5
2023-08-01,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,1
2023-08-01,A DIVISION,5,2,Infrastructure & Equipment,Other Infrastructure,1
2023-08-01,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,5
2023-08-01,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,5
2023-08-01,A DIVISION,5,2,Operating Conditions,,64
2023-08-01,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,13
2023-08-01,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,155
2023-08-01,A DIVISION,5,2,Planned ROW Work,Work Equipment,2
2023-08-01,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",29
2023-08-01,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,6
2023-08-01,A DIVISION,6,1,Crew Availability,Crew Availability,180
2023-08-01,A DIVISION,6,1,External Factors,External Agency or Utility,87
2023-08-01,A DIVISION,6,1,External Factors,External Debris on Roadbed,27
2023-08-01,A DIVISION,6,1,External Factors,Inclement Weather,1
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Braking,14
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,31
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",21
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,8
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,9
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,231
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,14
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,86
2023-08-01,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,49
2023-08-01,A DIVISION,6,1,Operating Conditions,,532
2023-08-01,A DIVISION,6,1,Planned ROW Work,Capital Work - Other Planned ROW,29
2023-08-01,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,253
2023-08-01,A DIVISION,6,1,Planned ROW Work,Work Equipment,33
2023-08-01,A DIVISION,6,1,Police & Medical,Persons on Roadbed,63
2023-08-01,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",602
2023-08-01,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,124
2023-08-01,A DIVISION,6,2,Crew Availability,Crew Availability,34
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Braking,1
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Door-Related,2
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,3
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Propulsion,6
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,17
2023-08-01,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,1
2023-08-01,A DIVISION,6,2,Operating Conditions,,90
2023-08-01,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,39
2023-08-01,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,99
2023-08-01,A DIVISION,6,2,Police & Medical,Persons on Roadbed,29
2023-08-01,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",69
2023-08-01,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,11
2023-08-01,A DIVISION,7,1,Crew Availability,Crew Availability,219
2023-08-01,A DIVISION,7,1,External Factors,Inclement Weather,5
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Braking,18
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,39
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",11
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,34
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,151
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,4
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Propulsion,89
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,153
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,22
2023-08-01,A DIVISION,7,1,Infrastructure & Equipment,Signal Modernization Capital Project,86
2023-08-01,A DIVISION,7,1,Operating Conditions,,55
2023-08-01,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,13
2023-08-01,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,87
2023-08-01,A DIVISION,7,1,Planned ROW Work,Work Equipment,17
2023-08-01,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",240
2023-08-01,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,57
2023-08-01,A DIVISION,7,2,Crew Availability,Crew Availability,30
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Braking,9
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Other - CE,1
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,35
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,2
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Rail and Roadbed,10
2023-08-01,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,9
2023-08-01,A DIVISION,7,2,Operating Conditions,,19
2023-08-01,A DIVISION,7,2,Planned ROW Work,Capital Work - Other Planned ROW,4
2023-08-01,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,26
2023-08-01,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",51
2023-08-01,A DIVISION,7,2,Police & Medical,Sick/Injured Customer,2
2023-08-01,B DIVISION,A,1,Crew Availability,Crew Availability,372
2023-08-01,B DIVISION,A,1,External Factors,External Agency or Utility,121
2023-08-01,B DIVISION,A,1,External Factors,External Debris on Roadbed,35
2023-08-01,B DIVISION,A,1,External Factors,Inclement Weather,12
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Braking,43
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,51
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,78
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,62
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,80
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,317
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,33
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,18
2023-08-01,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,81
2023-08-01,B DIVISION,A,1,Operating Conditions,,507
2023-08-01,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,12
2023-08-01,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,574
2023-08-01,B DIVISION,A,1,Planned ROW Work,Work Equipment,28
2023-08-01,B DIVISION,A,1,Police & Medical,Persons on Roadbed,16
2023-08-01,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",186
2023-08-01,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,70
2023-08-01,B DIVISION,A,2,Crew Availability,Crew Availability,108
2023-08-01,B DIVISION,A,2,External Factors,External Agency or Utility,37
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Braking,8
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,15
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Other Infrastructure,5
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,18
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Propulsion,11
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Rail and Roadbed,17
2023-08-01,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,10
2023-08-01,B DIVISION,A,2,Operating Conditions,,113
2023-08-01,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,132
2023-08-01,B DIVISION,A,2,Planned ROW Work,Work Equipment,2
2023-08-01,B DIVISION,A,2,Police & Medical,Persons on Roadbed,2
2023-08-01,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",55
2023-08-01,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,7
2023-08-01,B DIVISION,B,1,Crew Availability,Crew Availability,134
2023-08-01,B DIVISION,B,1,External Factors,Inclement Weather,8
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Braking,29
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,12
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",11
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,26
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,3
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,120
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,11
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,11
2023-08-01,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,23
2023-08-01,B DIVISION,B,1,Operating Conditions,,234
2023-08-01,B DIVISION,B,1,Planned ROW Work,Capital Work - Other Planned ROW,8
2023-08-01,B DIVISION,B,1,Planned ROW Work,Other Planned ROW Work,2
2023-08-01,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,49
2023-08-01,B DIVISION,B,1,Planned ROW Work,Work Equipment,35
2023-08-01,B DIVISION,B,1,Police & Medical,Persons on Roadbed,5
2023-08-01,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",131
2023-08-01,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,15
2023-08-01,B DIVISION,C,1,Crew Availability,Crew Availability,179
2023-08-01,B DIVISION,C,1,External Factors,External Debris on Roadbed,17
2023-08-01,B DIVISION,C,1,External Factors,Inclement Weather,1
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Braking,63
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,22
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,92
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Other Infrastructure,17
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Other Internal Disruptions,60
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,229
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,64
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,33
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,29
2023-08-01,B DIVISION,C,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-08-01,B DIVISION,C,1,Operating Conditions,,483
2023-08-01,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,48
2023-08-01,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,69
2023-08-01,B DIVISION,C,1,Planned ROW Work,Work Equipment,18
2023-08-01,B DIVISION,C,1,Police & Medical,Persons on Roadbed,20
2023-08-01,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",171
2023-08-01,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,65
2023-08-01,B DIVISION,C,2,Crew Availability,Crew Availability,75
2023-08-01,B DIVISION,C,2,External Factors,External Agency or Utility,1
2023-08-01,B DIVISION,C,2,Infrastructure & Equipment,Door-Related,2
2023-08-01,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-08-01,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,13
2023-08-01,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,11
2023-08-01,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,7
2023-08-01,B DIVISION,C,2,Operating Conditions,,91
2023-08-01,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-08-01,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,33
2023-08-01,B DIVISION,C,2,Planned ROW Work,Work Equipment,2
2023-08-01,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",33
2023-08-01,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,9
2023-08-01,B DIVISION,D,1,Crew Availability,Crew Availability,359
2023-08-01,B DIVISION,D,1,External Factors,Inclement Weather,6
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Braking,18
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,2
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",15
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,13
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,4
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Other Internal Disruptions,12
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,80
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,8
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,29
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,65
2023-08-01,B DIVISION,D,1,Infrastructure & Equipment,Signal Modernization Capital Project,8
2023-08-01,B DIVISION,D,1,Operating Conditions,,221
2023-08-01,B DIVISION,D,1,Planned ROW Work,Capital Work - Other Planned ROW,6
2023-08-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,210
